shortcode,handle,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks
DWY_6A-EVKS,2pdesigners,ok,ok,reel,134K followers,134000,1648,2615,17,430,5,True,0,0,False,False,"A breathtaking home unfolding right before your eyes.  Every detail is composed with intention from the refined materials to the harmonious palette creating a space that feels both striking and serene. An interior that reveals its beauty gradually, leaving a lasting impression.  Not just seen… but experienced.  Which detail stayed with you the most?  #luxuryinteriors #interiordesign #eleganthome #modernluxury #highendinteriors",cover-v2-embed,cover_r12_138.json,stairs_hall,none_visible,none,modern_luxury,warm_luxury,neutral,bright,mixed,False,False,,aspirational_realistic,3d_render,"CG render look: flawless mirror-polished floor reflections, perfectly clean geometry and uniform lighting with no camera noise",medium,high,"Double-height foyer with a cascade of gold linear pendants, floating wood stair with glass rail and a round orchid table leading into the living area.",aspirational,A breathtaking home unfolding right before your eyes.,question_engagement,,,False,designer_studio,en,stairs_hall;living_room,white;beige;brown;gold,marble;wood;glass;metal;plants;fabric,none,dramatic_scale
DWqCiqSz5-h,luxurydreamhub,ok,ok,reel,1M followers,1000000,1144,2462,19,233,5,False,4,0,False,False,Grandeur in every detail. 🏛️✨ There's nothing quite like the striking elegance of a modern masterpiece at night. 🌌🏠 #luxuryhomes #modernarchitecture #mansion #homedesign #exterior aesthetic dreamhome luxurylifestyle explorepage viral,cover-v2-embed,cover_r12_139.json,exterior_facade,villa,none,modern_luxury,,neutral,medium,mixed,False,False,LUXURYDREAMHUB,stylized_dreamy,ai_generated,"typical AI look: glossy miniature marble villa model on a glass turntable with lit interiors, CAD monitors with generic unreadable UI; caption does not disclose AI",low,high,"A glowing miniature marble-clad villa model on a desk in front of CAD monitors and blueprints, a blueprint-to-model concept that intrigues more than it shows a real home.",aspirational,Grandeur in every detail. 🏛️✨ There's nothing quite like the striking elegance of a modern masterpiece at night. 🌌🏠 #lux,none,,,False,theme_page,en,exterior_facade;office,grey;black;white;beige,marble;glass;wood;plants;metal,none,text_overlay;exterior_reveal
DUdnNltgQv5,dimension.xy,ok,ok,reel,811K followers,811000,907,881,,278,5,False,0,0,False,False,"If minimalism had a power move this would be it. Layered slabs, shadow play, and that glass corner stealing all the attention. Day or night… this facade performs. #modernhouse #luxuryhomes #facadeinspiration #villaexterior #architecturedesign dreamhouse homeexterior designinspo",cover-v2-embed,cover_r12_139.json,exterior_facade,villa,none,modern_luxury,minimalist,neutral,medium,blue_hour,False,False,,aspirational_realistic,ai_generated,overly clean idealized render look with smeared detail in plants and soffit lights; caption does not disclose AI,low,high,"A layered cream-and-black three-storey modern villa at dusk with glowing soffit lights, LED-lit steps and topiary planters, shown as a clean facade reveal.",aspirational,"If minimalism had a power move this would be it. Layered slabs, shadow play, and that glass corner stealing all the atte",none,,,False,theme_page,en,exterior_facade;living_room;garden_landscape,beige;black;grey;white,glass;plaster;concrete;metal;plants,none,exterior_reveal
DLi_61pA64O,pahome_official,ok,ok,reel,440K followers,440000,1184,1277,,804,14,True,9,0,False,True,"Dreaming of a walk-in closet that's both classic and functional? 💭✨  This Shaker-style wardrobe brings timeless elegance with clean lines and glass-front doors—so you can see your favorite pieces at a glance. 👗👠 Plus, the center island isn't just for looks—it's perfect for storing jewelry and small accessories in a neat and stylish way. 💍🕶  Would you love a closet like this?  ✨ 17 years of export experience, custom cabinets, wall panels and door panels for the whole house. 👀 Learn about the whole house customization solution 📩 Send us a private message or WhatsApp: +8618126638612 to learn more!  #walkincloset #wardrobe #wardrobedesign #wardrobestylist #closetgoals #shakerstyle #glassdoors #jewelrystorage #customwardrobe #closetdesign #interiordesignideas #homedecore #storageideas #moderncloset",cover-v2-embed,cover_r12_139.json,closet,none_visible,none,modern_luxury,warm_luxury,warm,medium,mixed,False,False,This is my dream cloakroom,real_existing,real_footage,"handheld phone footage of an installed walk-in closet with real reflections, slight blur and camera noise",high,medium,"Greige Shaker-style glass-front wardrobes with LED-lit shelves and a glass-topped island with gold knobs, framed with a 'dream cloakroom' text hook.",question,Dreaming of a walk-in closet that's both classic and functional? 💭✨,dm,,,False,brand_manufacturer,en,closet,beige;grey;gold;white,glass;wood;metal;fabric,none,text_overlay;empty_room
DYpB8-ItNXR,theacedesignco,ok,ok,reel,169K followers,169000,163,,50,705,5,False,3,1,False,False,"Japandi interiors I can't stop saving ✨ soft textures, warm woods, and calm spaces that feel effortlessly timeless 🤍🌿 . . . . #japandi #japandiinterior #minimalism #luxuryhomes #viralreels  Images courtesy @pinterest , we do not claim any images as ours  (Instagram, explore, stay real, viral reel, japandi interiors, japandi interior design, japandi style home, warm minimalism, japanese scandinavian interiors, minimalist home inspiration, calming interior design, neutral interiors, wood toned interiors, soft minimal interiors, luxury minimalism, modern japandi decor, aesthetic home interiors, serene living spaces, aesthetic home decor, statement interiors, luxury interiors, interior design, Delhi)",cover-v2-embed,cover_r12_139.json,bathroom,none_visible,none,japandi,minimalist,warm,medium,daylight,False,False,Japandi interiors I can’t stop saving,aspirational_realistic,ai_generated,Pinterest-sourced image with flawless idealized textures and perfectly striped sun shadows typical of AI imagery; not disclosed,medium,high,"A serene Japandi bathroom with an oversized stone soaking tub, slatted wood ceiling and wall, and striped sunlight, with a 'can't stop saving' save-bait overlay.",aspirational,"Japandi interiors I can't stop saving ✨ soft textures, warm woods, and calm spaces that feel effortlessly timeless 🤍🌿",none,Delhi,,False,designer_studio,en,bathroom,beige;brown;black;white,natural_stone;wood;plaster;metal;fabric;plants,none,text_overlay;empty_room
DI2mkiuOsOV,mimisinclair.real.estate,ok,no_cover,reel,1K followers,1000,2328,237,5,100,0,False,0,1,False,False,This organic modern space is perfectly soft and elegant while still making a big impact. @beckiowens,cover-v2-embed,cover_r12_139.json,,,,,,,,,,,,,,,,,,descriptive,This organic modern space is perfectly soft and elegant while still making a big impact. @beckiowens,none,,,False,real_estate,en,,,,,
DVRJOzKiLE2,kozyblum,ok,ok,reel,5K followers,5000,106,267,9,446,5,False,1,0,False,False,tag this friend who spend all her money in home decor 😭  — girl apartment - couple apartment - boy and girl apartment - cozy apartment - home decor inspiration - interior design ideas - mid century modern home - modern living room - living room decor - living room layout - cozy living room - homebody lifestyle - slow living lifestyle - cozy home vibes - aesthetic home  #homedecor #livingroom #cozyathome #midcenturymoderndesign #interiordesign,cover-v2-embed,cover_r12_139.json,living_room,apartment,none,scandinavian,,neutral,bright,mixed,False,False,3 things I’m good at,real_existing,real_footage,"phone footage of a lived-in apartment (slippers, plush toy, TV on, radiator) with natural camera look",high,medium,"A lived-in white apartment living room with a red pumpkin armchair, glass coffee table, checkerboard rug and sunset lamp glow, paired with a relatable '3 things I'm good at' hook.",money,tag this friend who spend all her money in home decor 😭,tag_friend,,,False,lifestyle_influencer,en,living_room,white;red;black;grey,glass;fabric;wood;metal,none,text_overlay
DWWAeILCKtJ,lifeofblahhh,ok,ok,reel,58K followers,58000,466,4196,83,363,5,False,2,0,False,False,"Minimal interiors but with accent 😍✨  Image courtesy: Pinterest  [ interior design, interior design style, minimal interiors, bold design, interior designer, architecture, architect, home interiors, home design, home decor, colors in interiors, house design, house decor, house styling, lifeofblahhh]  #interiordesign #interiordesigner #architecture #explore #fyp",cover-v2-embed,cover_r12_139.json,living_room,apartment,none,minimalist,neoclassical,warm,medium,mixed,False,False,This is how you bring in color and still keep things minimal.,aspirational_realistic,ai_generated,"Pinterest-sourced image with smooth render-like textures (throw, rug) and an AC unit oddly fused into the cornice; not disclosed",high,high,"A greige molded living room punctuated by a burgundy fringe pendant and sculptural stacked-sphere side table over a graphic black-and-white rug, with an instructional color-accent overlay.",descriptive,Minimal interiors but with accent 😍✨,none,,,False,theme_page,en,living_room;dining,beige;red;black;white,fabric;wood;plaster;metal,none,text_overlay;empty_room
DCwYDypRObX,westlake_homes,ok,ok,reel,132K followers,132000,129,274,,316,11,False,0,1,False,False,Modern minimalism and classical Mediterranean style mansion with grand arched openings and natural tones interior.  AI Design Concept by @westlake_homes  #mediterranean #homedecor #homesweethome #homeinterior #homeinspiration #modernhome #interiordesign #interiordesigner #timelessinterior #moderninterior #dreamhome,cover-v2-embed,cover_r12_139.json,exterior_facade,mansion,none,mediterranean,minimalist,warm,medium,blue_hour,False,False,,aspirational_realistic,ai_generated,caption says 'AI Design Concept'; idealized glowing reflections and render smoothness,low,high,"A white stucco mansion with towering black-framed arched windows glowing at dusk, mirrored in a still reflecting pool under oak branches (only a faint illegible watermark on the cover).",descriptive,Modern minimalism and classical Mediterranean style mansion with grand arched openings and natural tones interior.,none,,,True,ai_creator,en,exterior_facade;pool;garden_landscape,white;green;gold;black,plaster;glass;water;plants;metal;natural_stone,none,exterior_reveal;pool;water_feature
DTYI5T0DEG-,happy_petit_family,ok,ok,reel,157K followers,157000,447,16402,203,86,5,False,1,0,False,False,My cosy home ✨️ #cosyhome #interiordecor #scandinavianinterior #neutraldecor #decohome,cover-v2-embed,cover_r12_139.json,dining,none_visible,none,scandinavian,organic_modern,warm,medium,night_artificial,False,False,,real_existing,real_footage,"evening phone footage of a real home with natural lamp glow, soft noise and everyday details (reflected kitchen in mirror)",high,medium,"A softly lamp-lit Scandinavian dining nook with an organic wood-framed mirror, white boucle-style chairs and candles, evoking a cosy evening mood.",descriptive,My cosy home ✨️ #cosyhome #interiordecor #scandinavianinterior #neutraldecor #decohome,none,,,False,lifestyle_influencer,en,dining;kitchen,beige;white;grey;brown,wood;fabric;plants;glass;plaster,none,empty_room
Dcqg_aVvBdL,suren.space,ok,ok,reel,25K followers,25000,419,1875,13,239,5,False,2,0,False,False,"Waking up immersed in nature. The perfect blend of raw textures, moody tones, and lush green views. ✨🌿 #InteriorDesign #MoodyInteriors #LuxuryLiving #BedroomGoals #ModernRustic BiophilicDesign DarkAesthetics DreamBedroom ArchitectureLovers",cover-v2-embed,cover_r12_139.json,bedroom,none_visible,jungle_tropical,dark_luxury,biophilic,warm,medium,mixed,True,False,,stylized_dreamy,ai_generated,"typical AI look: uniformly textured rough stone wall, idealized jungle through glass, overly perfect styling; caption does not disclose AI",medium,high,"A moody black-stone bedroom with tufted leather headboard and bench facing floor-to-ceiling windows onto dense rainforest, contrasting dark textures with lush green.",aspirational,"Waking up immersed in nature. The perfect blend of raw textures, moody tones, and lush green views. ✨🌿 #InteriorDesign #",none,,,False,theme_page,en,bedroom,black;brown;green;grey,natural_stone;leather;wood;glass;fabric;plants;metal,none,view_reveal;bed_focus
DPjaKBxDFq3,mr_maxpanin,ok,ok,reel,8K followers,8000,1026,48,,264,15,False,2,0,False,False,Living room interior design. Dark green is my bestie 😁💚  #архитектор #architect #архитекторкрым #крым #симферополь #дизайнеркрым #ялта #дизайнер #дизайнермосква #дизайнеринтерьеров #дизайнеринтерьеров #дизайнгостинной #livingroom #livingroomdecor #livingroomdesign,cover-v2-embed,cover_r12_139.json,living_room,apartment,none,dark_luxury,biophilic,neutral,medium,daylight,False,False,,real_existing,real_footage,"natural phone-camera look with sun glare, TV reflections and imperfect everyday details",high,medium,"A compact living room with a dark green molded accent wall, brass sconces, grey sectional and large potted plants lit by warm window light.",descriptive,Living room interior design. Dark green is my bestie 😁💚,none,"Крым, Симферополь, Ялта (hashtags)",,False,designer_studio,en,living_room,green;grey;brown;white,wood;fabric;plants;metal;glass,none,empty_room
Da0tFqToXsM,stylishnorrastudios,ok,ok,reel,40K followers,40000,502,35779,123,712,0,False,0,0,False,False,"A curated study in modern industrial loft living and sophisticated materiality, engineered by Stylish Norra Studios. The design narrative guides you seamlessly through a compact luxury footprint, transitioning from an intimate living lounge with a deep charcoal sofa to a custom-tailored kitchen underneath the mezzanine bed deck. The experience moves fluidly up the open-tread timber stairs and down into a moody, spa-inspired bathroom highlighted by glowing circular LED mirrors and dark subway tiling. Every boundary is meticulously calibrated to balance deep, masculine tones with organic wood grains, grounding the home in timeless comfort. Direct message our studio to discuss your custom project timeline.",cover-v2-embed,cover_r12_139.json,kitchen,apartment,none,industrial,dark_luxury,warm,dark,night_artificial,False,False,,aspirational_realistic,unclear,"photo-like with realistic appliance reflections, but smoothed/upscaled screenshot look with rounded corners and an illegible warped neon sign",medium,high,"A black double-height loft stacking a white-bedded steel mezzanine over a butcher-block kitchen, with warm wooden stairs and Edison bulbs creating a moody cutaway view.",descriptive,"A curated study in modern industrial loft living and sophisticated materiality, engineered by Stylish Norra Studios. The",dm,,,False,designer_studio,en,kitchen;bedroom;living_room;stairs_hall,black;brown;grey;white,metal;wood;fabric;glass,none,dramatic_scale;empty_room
